# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,
# Thu Jul 25 08:34:27 2024,,,,,,,,,,,
#,,,,,,,,,,,
# User preference: *,,,,,,,,,,,
#,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,
# COLUMN st_lum:         Stellar Luminosity [log(Solar)],,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,
#,,,,,,,,,,,
pl_name,sy_pnum,discoverymethod,pl_orbsmax,pl_bmasse,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist
CoRoT-17 b,1,Transit,0.0481,765.9703,0.081,5740,1.59,1.04,,,1176.12
CoRoT-18 b,1,Transit,,,,5440,1,0.95,,4.4,764.889
CoRoT-18 b,1,Transit,0.0288,1048.839,,,0.88,0.88,-0.17,4.49,764.889
CoRoT-18 b,1,Transit,,,,5440,0.93,,,4.42,764.889
CoRoT-18 b,1,Transit,0.0295,1099.6918,0.025,5440,1,0.95,,,764.889
CoRoT-18 b,1,Transit,0.0286,1039.3041,,5440,0.92,0.86,,4.44,764.889
CoRoT-18 b,1,Transit,0.0295,1102.82,0.08,5440,1,0.95,,4.4,764.889
CoRoT-19 b,1,Transit,0.0512,346.4347,,6090,1.58,1.18,,4.12,790.663
CoRoT-19 b,1,Transit,,,,6090,1.65,1.21,0.544,4.07,790.663
CoRoT-19 b,1,Transit,0.0518,352.78,0.047,6090,1.65,1.21,0.544,4.07,790.663
CoRoT-19 b,1,Transit,,,,6090,1.64,,,4.09,790.663
CoRoT-19 b,1,Transit,0.05166,367.09365,0.056,6090,1.65,1.21,,,790.663
CoRoT-19 b,1,Transit,,,,6090,1.65,1.21,0.544,4.07,790.663
CoRoT-2 b,1,Transit,0.0281,1051.973,0,,,,,,213.283
CoRoT-2 b,1,Transit,,1052.0173,0,5625,0.9,0.97,,4.3,213.283
CoRoT-2 b,1,Transit,0.0281,1048.839,0.024,5625,0.9,0.97,,,213.283
CoRoT-2 b,1,Transit,,,,5529,0.94,,,4.48,213.283
CoRoT-2 b,1,Transit,0.02835,1134.6531,,5598,0.9,1,,4.53,213.283
CoRoT-2 b,1,Transit,,,,5696,,,,4.42,213.283
CoRoT-2 b,1,Transit,0.02798,1102.82,0.0143,5625,0.91,0.96,,,213.283
CoRoT-2 b,1,Transit,0.02854,1150.5446,,5696,0.91,1.02,,4.53,213.283
CoRoT-2 b,1,Transit,,,,5529,0.94,0.97,-0.131,4.48,213.283
CoRoT-2 b,1,Transit,,,,5575,,,,,213.283
CoRoT-2 b,1,Transit,,,,,,,,,213.283
CoRoT-2 b,1,Transit,,,,5696,,,,4.42,213.283
CoRoT-20 b,2,Transit,0.0891,1315.8162,,,1.16,1.1,0.17,4.35,844.061
CoRoT-20 b,2,Transit,0.0902,1347.54,0.562,5880,1.02,1.14,,4.2,844.061
CoRoT-20 b,2,Transit,0.0892,1608.2198,,5880,1.34,1.11,,4.23,844.061
CoRoT-20 b,2,Transit,,,,5880,1.3,,,4.48,844.061
CoRoT-20 b,2,Transit,0.09,1366.669,0.59,,,1.14,,,844.061
CoRoT-20 b,2,Transit,0.0901,1344.4209,0.575,5880,1.02,1.14,,,844.061
CoRoT-20 c,2,Radial Velocity,2.9,5403.11,0.6,,,1.14,,,844.061
CoRoT-21 b,1,Transit,0.0417,718.2958,0,6200,1.95,1.29,,3.7,
CoRoT-21 b,1,Transit,0.0416,705.5826,0.39,6200,1.95,1.29,,,
CoRoT-22 b,1,Transit,0.092,12.2,0.077,5939,1.14,1.1,,4.36,627.158
CoRoT-23 b,1,Transit,0.04809,972.5598,,5900,1.74,1.12,,4.01,1060.97
CoRoT-23 b,1,Transit,0.048,889.9,0.16,5900,1.61,1.14,,4.3,1060.97
CoRoT-23 b,1,Transit,0.0484,982.0947,0.16,5900,1.61,1.14,,,1060.97
CoRoT-24 b,2,Transit,0.056,5.7,0,4950,0.86,0.91,,4.55,591.555
CoRoT-24 c,2,Transit,0.098,28,0,4950,0.86,0.91,,4.55,591.555
CoRoT-25 b,1,Transit,0.0578,85.81,0,6040,1.19,1.09,,4.31,1103.48
CoRoT-25 b,1,Transit,0.05789,93.12419,0.22,6040,1.19,1.09,,,1103.48
CoRoT-26 b,1,Transit,0.0526,165.26,0,5590,1.79,1.09,,3.99,1045.18
CoRoT-26 b,1,Transit,0.0525,184.3414,0.41,5590,1.79,1.09,,,1045.18
CoRoT-27 b,1,Transit,0.0476,3302.11,0.065,5900,1.08,1.05,,4.4,1010.28
CoRoT-27 b,1,Transit,0.0467,3273.649,0.034,5900,1.08,1.05,,,1010.28
CoRoT-28 b,1,Transit,0.059,152.87623,0.071,5150,1.78,1.01,,,766.183
CoRoT-28 b,1,Transit,0.0603,153.82972,0.047,5150,1.78,1.01,,3.6,766.183
CoRoT-29 b,1,Transit,0.0386,270.1555,0.082,5260,0.9,0.97,,4.3,806.507
CoRoT-29 b,1,Transit,,,,5268,1.08,0.9,-0.094,4.33,806.507
CoRoT-29 b,1,Transit,0.039,266.9772,0.12,5260,0.9,0.97,,,806.507
CoRoT-3 b,1,Transit,0.05694,6747.5309,0.008,,1.54,1.36,,,768.771
CoRoT-3 b,1,Transit,,,,6558,1.44,1.41,,4.25,768.771
CoRoT-3 b,1,Transit,0.05783,6979.5468,,6740,1.57,1.4,,4.19,768.771
CoRoT-3 b,1,Transit,0.0574,6814.2752,0.016,6740,1.56,1.37,,,768.771
CoRoT-3 b,1,Transit,,6883.91,0,6740,1.56,1.37,,4.22,768.771
CoRoT-30 b,1,Transit,0.0844,921.707,0.007,5650,0.91,0.98,,4.4,1032.23
CoRoT-31 b,1,Transit,0.0586,266.9772,0.02,5700,2.15,1.25,,3.85,2005.76
CoRoT-35 b,1,Transit,0.0429,349.61125,0,6390,1.65,1.01,,4.01,1123.21
CoRoT-36 b,1,Transit,0.066,216.12332,0,6730,1.52,1.32,,4.16,925.958
CoRoT-4 b,1,Transit,0.09025,223.43449,0.14,6190,1.17,1.16,,,726.412
CoRoT-4 b,1,Transit,0.09,228.83,0,6190,1.17,1.16,,4.41,726.412
CoRoT-4 b,1,Transit,,,,6190,1.12,,,4.37,726.412
CoRoT-4 b,1,Transit,0.0912,232.33373,,6190,1.15,1.19,,4.4,726.412
CoRoT-5 b,1,Transit,0.05004,149.3801,,6100,1.05,1.02,,4.41,882.472
CoRoT-5 b,1,Transit,,,,6100,1.27,,,4.29,882.472
CoRoT-5 b,1,Transit,0.04947,148.42,0.09,6100,1.19,1,,4.19,882.472
CoRoT-5 b,1,Transit,0.0495,145.88397,,,1.11,0.99,0.18,4.34,882.472
CoRoT-5 b,1,Transit,0.04963,151.92274,0.087,6100,1.19,1,,,882.472
CoRoT-5 b,1,Transit,,,,,,,,,882.472
CoRoT-6 b,1,Transit,0.0855,940.74,0.1,6090,1.02,1.05,,4.43,645.294
CoRoT-6 b,1,Transit,0.0855,940.7768,,6090,1.04,1.05,,4.42,645.294
CoRoT-6 b,1,Transit,0.0854,937.5985,0.18,6090,1.02,1.05,,,645.294
CoRoT-6 b,1,Transit,,,,,,,,,645.294
CoRoT-7 b,3,Transit,0.017,4.73,0.12,5256,0.86,0.9,-0.289,4.52,159.906
CoRoT-7 b,3,Transit,0.017,4.8,0,5256,0.86,0.9,-0.289,4.52,159.906
CoRoT-7 b,3,Transit,,4.07661,0,5275,0.83,0.82,,4.5,159.906
CoRoT-7 b,3,Transit,,6.056,,5250,,0.92,,,159.906
CoRoT-7 b,3,Transit,0.0172,21,,5275,0.87,0.93,,4.5,159.906
CoRoT-7 b,3,Transit,0.017016,5.74,0,5259,0.82,0.91,,4.57,159.906
CoRoT-7 b,3,Transit,0.0169,6.99226,,5250,0.96,0.88,,4.42,159.906
CoRoT-7 b,3,Transit,,4.6,,5313,0.84,0.88,,4.54,159.906
CoRoT-7 c,3,Radial Velocity,0.045,13.56,0.12,5256,0.86,0.9,-0.289,4.52,159.906
CoRoT-7 c,3,Radial Velocity,,13.289,,5250,,0.92,,,159.906
CoRoT-7 c,3,Radial Velocity,0.046,8.4,0,5256,0.86,0.9,-0.289,4.52,159.906
CoRoT-7 d,3,Radial Velocity,,17.142,,5250,,0.92,,,159.906
CoRoT-8 b,1,Transit,0.0633,68.65128,,5080,0.9,0.88,,4.47,322.037
CoRoT-8 b,1,Transit,0.063,69.92,0,5080,0.77,0.88,,4.58,322.037
CoRoT-8 b,1,Transit,0.06339,69.28694,0.19,5080,0.77,0.88,,,322.037
CoRoT-8 b,1,Transit,0.0636,69.28694,,,0.8,0.89,-0.4,4.58,322.037
CoRoT-9 b,1,Transit,0.4021,266.9772,0.133,5625,0.96,0.96,,4.54,412.98
CoRoT-9 b,1,Transit,,,,,,,,,412.98
CoRoT-9 b,1,Transit,0.4027,262.52758,,5625,0.94,0.96,,4.48,412.98
CoRoT-9 b,1,Transit,0.4029,268.88418,0.134,5625,0.96,0.96,,,412.98
CoRoT-9 b,1,Transit,0.407,266.97,0.11,5625,0.94,0.99,,4.54,412.98
CoRoTID 223977153 b,1,Transit,0.071,47.6745,,5970,0.79,1.08,-0.155,4.67,576.683
CoRoTID 223977153 b,1,Transit,,,,5970,0.79,1.08,-0.155,4.67,576.683
DE CVn b,1,Eclipse Timing Variations,5.75,3823.2733,0,,,0.51,,,30.5225
DENIS-P J082303.1-491201 b,1,Astrometry,0.36,9057.77,0.345,,,0.07,,,
DH Tau b,1,Imaging,,3496.13,,4371,1.37,0.68,-0.212,4,134.846
DH Tau b,1,Imaging,330,3496,,,0.27,0.33,,,134.846
DMPP-1 b,4,Radial Velocity,0.1462,24.27,0.083,6196,1.26,1.21,,4.41,62.5388
DMPP-1 c,4,Radial Velocity,0.0733,9.6,0.057,6196,1.26,1.21,,4.41,62.5388
DMPP-1 d,4,Radial Velocity,0.0422,3.35,0.07,6196,1.26,1.21,,4.41,62.5388
DMPP-1 e,4,Radial Velocity,0.0651,4.13,0.07,6196,1.26,1.21,,4.41,62.5388
DMPP-2 b,1,Radial Velocity,0.0664,138.89171,0.078,6500,1.78,1.44,0.104,4.1,137.94
DMPP-3 A b,1,Radial Velocity,0.0662,2.58,0.14,5138,0.91,0.87,,4.3,45.23
DMPP-3 A b,1,Radial Velocity,0.0662,2.58,0,,,,,,45.23
DMPP-4 b,1,Radial Velocity,0.04853,12.2,0.063,6400,1.38,1.25,0.459,4.24,25.3284
DP Leo b,1,Eclipse Timing Variations,8.6,1995.88832,,,,,,,305.684
DP Leo b,1,Eclipse Timing Variations,8.19,1922.79,0.39,,,0.69,,,305.684
DS Tuc A b,1,Transit,,413.179,,5542,0.87,0.96,,4.6,44.0622
DS Tuc A b,1,Transit,,,0,5428,0.96,1.01,-0.14,,44.0622
DS Tuc A b,1,Transit,,,,5414,0.95,,,4.44,44.0622
EPIC 201170410.02,1,Transit,0.0349,,0,3648,0.28,0.29,,5,
EPIC 201238110 b,1,Transit,,,,,0.37,,,,159.259
EPIC 201238110 b,1,Transit,,,,,,0.41,,,159.259
EPIC 201427007 b,1,Transit,,,,5633,0.94,,,4.4,706.391
EPIC 201497682 b,1,Transit,,,,,,0.78,,,253.026
EPIC 201595106 b,1,Transit,,,,5711.17,0.99,1.02,-0.026,4.45,232.1
EPIC 201595106 b,1,Transit,,,,5705,0.93,,,4.48,232.1
EPIC 201595106 b,1,Transit,,,,5820,0.93,,,4.6,232.1
EPIC 201615463 c,2,Transit,,,,,,1.07,,,476.882
EPIC 201754305 d,3,Transit,,,,,,0.67,,,334.967
EPIC 201757695.02,1,Transit,0.0296,,0,4520,0.66,0.73,-0.364,4.66,
EPIC 201833600 c,2,Transit,,,,,,0.61,,,257.443
EPIC 201833600 c,2,Transit,,,,,0.63,,,,257.443
EPIC 201841433 b,1,Transit,0.035,,,5053,0.63,0.8,,4.59,436.488
EPIC 201841433 b,1,Transit,,,,,,0.8,,,436.488
EPIC 201841433 b,1,Transit,,,,,0.63,,,,436.488
EPIC 205950854 c,2,Transit,,,,5502.7,0.83,0.88,,,243.935
EPIC 205950854 c,2,Transit,,,,,0.9,,,,243.935
EPIC 205950854 c,2,Transit,,,,,,0.91,,,243.935
EPIC 206024342 b,3,Transit,,,,,0.82,,,,369.888
EPIC 206024342 b,3,Transit,,,,,,0.93,,,369.888
EPIC 206024342 c,3,Transit,,,,5724,1.1,,,4.5,369.888
EPIC 206024342 c,3,Transit,,,,5648,0.94,,,,369.888
EPIC 206024342 c,3,Transit,,,,,0.82,,,,369.888
EPIC 206024342 d,3,Transit,,,,6438,1.5,,,4.2,369.888
EPIC 206024342 d,3,Transit,,,,,0.82,,,,369.888
EPIC 206024342 d,3,Transit,,,,5724,1.1,,,4.5,369.888
EPIC 206024342 d,3,Transit,,,,5648,0.94,,,,369.888
EPIC 206032309 b,1,Transit,,,,,,0.22,,,161.365
EPIC 206042996 b,2,Transit,,,,,,0.56,,,451.769
EPIC 206042996 b,2,Transit,,,,4114,0.5,,,4.8,451.769
EPIC 206042996 b,2,Transit,,,,,0.67,,,,451.769
EPIC 206042996 c,2,Transit,,,,4114,0.5,,,4.8,451.769
EPIC 206042996 c,2,Transit,,,,3893,0.57,,,,451.769
EPIC 206215704 b,1,Transit,,,,3297,0.25,,,4.9,109.888
EPIC 206215704 b,1,Transit,,,,,0.37,,,,109.888
EPIC 206215704 b,1,Transit,,,,,,0.41,,,109.888
EPIC 206317286 b,2,Transit,,,,,0.67,,,,314.35
EPIC 206317286 b,2,Transit,,,,,,0.71,,,314.35
EPIC 206317286 c,2,Transit,,,,4749,0.73,,,,314.35
EPIC 206317286 c,2,Transit,,,,4752,0.76,0.83,,4.6,314.35
EPIC 206317286 c,2,Transit,,,,,0.67,,,,314.35
EPIC 211822797 b,1,Transit,0.131,,0.06,4148.21,0.57,0.66,,,186.197
EPIC 211822797 b,1,Transit,,,0.18,3880,0.59,0.61,-1.153,,186.197
EPIC 211822797 b,1,Transit,0.1195,,,4057,0.58,0.62,,4.7,186.197
EPIC 211822797 b,1,Transit,,,,,0.64,,,,186.197
EPIC 211822797 b,1,Transit,,,,3811,0.6,0.59,-1.169,4.65,186.197
EPIC 211822797 b,1,Transit,,,,3811,0.6,0.59,-1.169,4.65,186.197
EPIC 211945201 b,1,Transit,,,,6046,1.41,,,4.14,181.69
EPIC 211945201 b,1,Transit,,,,6128,1.36,1.16,0.373,4.23,181.69
EPIC 211945201 b,1,Transit,,,,,1.48,,,,181.69
EPIC 211945201 b,1,Transit,,,,,1.4,,,,181.69
EPIC 211945201 b,1,Transit,,,,6128,1.36,,,4.23,181.69
EPIC 211945201 b,1,Transit,0.148,27,0,6025,1.38,1.18,,4.25,181.69
EPIC 211945201 b,1,Transit,0.1493,,,6069,1.39,1.17,,4.22,181.69
EPIC 211945201 b,1,Transit,,,,6025,1.38,1.18,,4.25,181.69
EPIC 211945201 b,1,Transit,,,,6320,1.49,,,4.22,181.69
EPIC 211945201 b,1,Transit,,,,6128,1.36,1.16,0.373,4.23,181.69
EPIC 212297394 b,2,Transit,,,,5171,0.8,0.83,,4.55,418.395
EPIC 212297394 b,2,Transit,,,,,0.75,,,,418.395
EPIC 212297394 b,2,Transit,,,,,,0.83,,,418.395
EPIC 212297394 c,2,Transit,,,,5008,0.78,0.83,-0.467,4.58,418.395
EPIC 212297394 c,2,Transit,,,,5171,0.8,0.83,,4.55,418.395
EPIC 212297394 c,2,Transit,,,,,0.75,,,,418.395
EPIC 212424622 b,1,Transit,,,,,,1.11,,,611.804
EPIC 212424622 b,1,Transit,,,,,1.22,,,,611.804
EPIC 212499991 b,1,Transit,,,,,,0.91,,,283.29
EPIC 212587672 b,2,Transit,,,,6004,0.98,0.99,,4.45,320.07
EPIC 212587672 b,2,Transit,,,,,0.98,,,,320.07
EPIC 212587672 b,2,Transit,,,,,,0.95,,,320.07
EPIC 212587672 c,2,Transit,,,,,0.98,,,,320.07
EPIC 212587672 c,2,Transit,,,,5928,0.95,,,4.49,320.07
EPIC 212587672 c,2,Transit,,,,6055,0.95,1.13,0.038,4.54,320.07
EPIC 212587672 c,2,Transit,,,,6004,0.98,0.99,,4.45,320.07
EPIC 212587672 c,2,Transit,,,,6055,0.95,1.13,0.038,4.54,320.07
EPIC 212587672 c,2,Transit,,,,,0.95,,,,320.07
EPIC 212624936 b,2,Transit,,,,5765,0.93,,,4.4,561.929
EPIC 212624936 c,2,Transit,,,,5765,0.93,,,4.4,561.929
EPIC 212624936 c,2,Transit,,,,,0.95,,,,561.929
EPIC 212737443 b,2,Transit,,,,4581,0.67,0.72,-0.751,4.65,336.25
EPIC 212737443 b,2,Transit,,,,4581,0.67,0.72,-0.751,4.65,336.25
EPIC 212737443 b,2,Transit,0.098,,0.2,4684,0.67,0.69,,4.62,336.25
EPIC 212737443 c,2,Transit,0.28,,0.2,4684,0.67,0.69,,4.62,336.25
EPIC 220492298 b,1,Transit,,,,5620,0.89,,,4.5,624.512
EPIC 220554210 c,2,Transit,,,,5499,1,,,4.5,496.289
EPIC 220554210 c,2,Transit,,,,,,0.94,,,496.289
EPIC 220554210 c,2,Transit,,,,,1.01,,,,496.289
EPIC 220674823 b,2,Transit,0.01312,9,,5496,0.95,0.92,,4.42,244.59
EPIC 220674823 b,2,Transit,0.01326,8.21,0,5532,0.99,0.95,,,244.59
EPIC 220674823 b,2,Transit,,,,,1.02,,,,244.59
EPIC 220674823 b,2,Transit,,,,5613,0.95,,,4.6,244.59
EPIC 220674823 b,2,Transit,,,,5590,0.91,0.97,,4.54,244.59
EPIC 220674823 b,2,Transit,,7.72,,5496,0.98,0.9,,4.42,244.59
EPIC 220674823 b,2,Transit,,,0,5590,0.83,0.93,-0.119,4.56,244.59
EPIC 220674823 b,2,Transit,,,,,0.97,,,,244.59
EPIC 220674823 b,2,Transit,0.0134,,,5617,0.98,0.97,,4.45,244.59
EPIC 220674823 b,2,Transit,0.0116,8.36,0,5470,0.87,0.94,,4.53,244.59
EPIC 220674823 c,2,Transit,,,,5613,0.95,,,4.6,244.59
EPIC 220674823 c,2,Transit,,,0,5590,0.83,0.93,-0.119,4.56,244.59
EPIC 220674823 c,2,Transit,0.1091,,,5617,0.98,0.97,,4.45,244.59
EPIC 220674823 c,2,Transit,0.1071,5.7,,5496,0.95,0.92,,4.42,244.59
EPIC 220674823 c,2,Transit,,,,,1.02,,,,244.59
EPIC 220674823 c,2,Transit,,,,,0.97,,,,244.59
EPIC 220674823 c,2,Transit,0.1083,8.9,0.13,5532,0.99,0.95,,,244.59
EPIC 220674823 c,2,Transit,,,,5590,0.91,0.97,,4.54,244.59
EPIC 220674823 c,2,Transit,0.105,5.8,0.18,5470,0.87,0.94,,4.53,244.59
EPIC 228836835 b,1,Transit,,,,3782,0.32,,,5,150.124
EPIC 228836835 b,1,Transit,,,,3506,0.42,0.42,-1.612,4.8,150.124
EPIC 229004835 b,1,Transit,0.1237,10.4,0.23,5868,1,0.97,,,121.971
EPIC 229004835 b,1,Transit,,,,5886,1,1.07,0.03,4.47,121.971
EPIC 229004835 b,1,Transit,,,,5870,0.98,,,4.4,121.971
EPIC 246851721 b,1,Transit,0.07229,953.49,,6202,1.59,1.32,0.526,4.16,372.632
EPIC 246851721 b,1,Transit,,,,6202,1.59,1.32,0.526,4.16,372.632
EPIC 246851721 b,1,Transit,,,,6513,1.74,,,4.08,372.632
EPIC 248847494 b,1,Transit,4.5,4131.79,0,4898,2.7,0.9,,3.52,551.886
EPIC 249893012 b,3,Transit,0.047,8.75,0.06,5430,1.71,1.05,,3.99,321.296
EPIC 249893012 c,3,Transit,0.13,14.67,0.07,5430,1.71,1.05,,3.99,321.296
EPIC 249893012 d,3,Transit,0.22,10.18,0.15,5430,1.71,1.05,,3.99,321.296
FU Tau b,1,Imaging,800,5085.28,,2838,,0.05,-0.699,,
FU Tau b,1,Imaging,726,6038.73973,,,,,,,
G 196-3 b,1,Imaging,350,8263.53858,,,,,,,21.7912
G 264-012 b,2,Radial Velocity,0.02279,2.5,,3326,0.3,0.3,-1.972,4.85,16.009
G 264-012 c,2,Radial Velocity,0.0525,3.75,,3326,0.3,0.3,-1.972,4.85,16.009
G 9-40 b,1,Transit,0.0385,11.7,0,3348,0.31,0.29,-1.971,4.93,27.9276
G 9-40 b,1,Transit,,,,3413,0.32,,,4.91,27.9276
G 9-40 b,1,Transit,,,,3390,0.31,,,4.94,27.9276
G 9-40 b,1,Transit,,,,3348,0.31,0.29,-1.971,4.93,27.9276
GJ 1002 b,2,Radial Velocity,0.0457,1.08,,3024,0.14,0.12,-2.852,5.1,4.84867
GJ 1002 c,2,Radial Velocity,0.0738,1.36,,3024,0.14,0.12,-2.852,5.1,4.84867
GJ 1061 b,3,Radial Velocity,0.021,1.37,0.31,2953,0.16,0.12,-2.77,,3.67278
GJ 1061 c,3,Radial Velocity,0.035,1.74,0.29,2953,0.16,0.12,-2.77,,3.67278
GJ 1061 d,3,Radial Velocity,0.054,1.64,0.53,2953,0.16,0.12,-2.77,,3.67278
GJ 1132 b,2,Transit,,1.58,,,,,,,12.613
GJ 1132 b,2,Transit,,1.62,0,3270,0.21,0.18,-2.359,,12.613
GJ 1132 b,2,Transit,,,,3202,0.23,,,4.86,12.613
GJ 1132 b,2,Transit,,,,3270,0.21,0.18,-2.359,,12.613
GJ 1132 b,2,Transit,0.0153,1.66,0.22,3270,0.21,0.18,-2.359,,12.613
GJ 1132 b,2,Transit,0.01533,1.63,,,0.26,0.18,,4.88,12.613
GJ 1132 c,2,Radial Velocity,0.0476,2.64,0.27,3270,0.21,0.18,-2.359,,12.613
GJ 1148 b,2,Radial Velocity,0.163506,94.7094,0.314,3287,0.36,0.34,-1.869,4.87,11.0143
GJ 1148 b,2,Radial Velocity,0.1686,107.74383,0.366,3357.57,0.37,0.37,,4.88,11.0143
GJ 1148 b,2,Radial Velocity,0.166,96.7,0.38,3287,0.36,0.34,-1.869,4.87,11.0143
GJ 1148 c,2,Radial Velocity,0.9302,82.63539,0.27,3357.57,0.37,0.37,,4.88,11.0143
GJ 1148 c,2,Radial Velocity,0.912,68.06,0.342,3287,0.36,0.34,-1.869,4.87,11.0143
GJ 1151 c,1,Radial Velocity,0.5714,10.62,,3280,0.18,0.16,-2.48,5.09,8.03625
GJ 1214 b,1,Transit,,6.43,,,0.21,0.16,,4.99,14.6427
GJ 1214 b,1,Transit,0.0149,8.17,0.063,3250,0.21,0.18,-2.337,5.03,14.6427
GJ 1214 b,1,Transit,,,,3026,0.21,0.16,-2.484,4.99,14.6427
GJ 1214 b,1,Transit,,,,3026,0.21,,,5,14.6427
GJ 1214 b,1,Transit,,,,3000,,,,5,14.6427
GJ 1214 b,1,Transit,,,,3026,0.2,,,5,14.6427
GJ 1214 b,1,Transit,,6.55,0.14,3026,0.21,0.16,-2.484,4.99,14.6427
GJ 1214 b,1,Transit,,,,3026,0.21,0.16,-2.484,4.99,14.6427
GJ 1214 b,1,Transit,,6.37,,2949,0.21,0.15,-2.553,4.94,14.6427
GJ 1214 b,1,Transit,,,,3250,0.22,0.18,-2.312,4.99,14.6427
GJ 1214 b,1,Transit,,,,3074,0.21,0.18,-2.431,5.04,14.6427
GJ 1214 b,1,Transit,,,,,0.2,,,,14.6427
GJ 1214 b,1,Transit,,,0,3074,0.21,0.18,-2.431,5.04,14.6427
GJ 1214 b,1,Transit,0.01505,8.41,0.0062,3101,0.22,0.18,-2.409,5.03,14.6427
GJ 1214 b,1,Transit,0.01411,6.26125,,3026,0.22,0.15,,4.94,14.6427
GJ 1214 b,1,Transit,,,,3026,,,,,14.6427
GJ 1214 b,1,Transit,,,0,3074,0.21,0.18,-2.431,5.04,14.6427
GJ 1214 b,1,Transit,,,,,0.21,0.16,,,14.6427
GJ 1214 b,1,Transit,,6.45,,3170,0.18,0.16,,5.12,14.6427
GJ 1252 b,1,Transit,,1.32,0,3458,0.39,0.38,-1.708,,20.373
GJ 1252 b,1,Transit,,,,3325,0.39,,,4.89,20.373
GJ 1252 b,1,Transit,0.00916,2.09,0,3458,0.39,0.38,-1.708,,20.373
GJ 1252 b,1,Transit,0.00915,1.32,,3458,0.39,0.38,,,20.373
GJ 1252 b,1,Transit,,,,3458,0.39,0.38,-1.708,,20.373
GJ 1252 b,1,Transit,,,,3458,0.39,0.38,-1.708,,20.373
GJ 1265 b,1,Radial Velocity,0.026,7.4,0.04,3236,0.19,0.18,-2.439,5.09,10.2525
GJ 143 b,2,Transit,,,,4628.53,0.71,,,4.32,16.32
GJ 143 b,2,Transit,0.1932,30.63,0.325,,0.73,0.76,-0.706,,16.32
GJ 143 b,2,Transit,0.1915,22.7,0.188,4640,0.69,0.73,-0.686,4.61,16.32
GJ 15 A b,2,Radial Velocity,0.072,3.03,0.094,3607,0.38,0.38,-1.655,4.87,3.56228
GJ 15 A b,2,Radial Velocity,0.0732,5.43487,0.075,3742.67,0.38,0.4,,4.89,3.56228
GJ 15 A b,2,Radial Velocity,0.0717,5.35,0,3567,0.39,0.38,-1.663,4.9,3.56228
GJ 15 A c,2,Radial Velocity,5.4,36,0.27,3607,0.38,0.38,-1.655,4.87,3.56228
GJ 160.2 b,1,Radial Velocity,0.053,10.2,0.06,4347,,0.69,-0.796,,25.8557
GJ 163 b,3,Radial Velocity,0.0607,10.6,0.073,,,,,,15.1285
GJ 163 c,3,Radial Velocity,0.1254,6.8,0.099,,,,,,15.1285
GJ 163 d,3,Radial Velocity,1.0304,29.4,0.373,,,,,,15.1285
GJ 179 b,1,Radial Velocity,2.523,239.00696,0.169,3411.78,0.38,0.39,,4.87,12.356
GJ 179 b,1,Radial Velocity,2.424,301.93699,0.179,3370,,0.36,,4.83,12.356
GJ 179 b,1,Radial Velocity,2.41,260.61,0.21,3370,0.38,0.36,-1.796,4.83,12.356
GJ 180 b,3,Radial Velocity,0.103,8.3,0.11,3371,,0.43,-1.886,,11.9407
GJ 180 b,3,Radial Velocity,0.092,6.49,0.07,,,0.43,,,11.9407
GJ 180 c,3,Radial Velocity,0.129,6.4,0.09,3371,,0.43,-1.886,,11.9407
GJ 180 d,3,Radial Velocity,0.309,7.56,0.14,,,0.43,,,11.9407
GJ 2030 b,2,Radial Velocity,0.034,4.76743,0.239,,,0.96,,,37.0788
GJ 2030 c,2,Radial Velocity,16.761,4069.15709,0.041,,,0.96,,,37.0788
GJ 2056 b,1,Radial Velocity,0.283,16.2,0.72,,,0.62,,,28.4434
GJ 229 A c,2,Radial Velocity,0.384,8.58137,0.366,,,0.51,,,5.75624
GJ 229 A c,2,Radial Velocity,0.339,7.268,0.19,,,0.58,,,5.75624
GJ 229 b,2,Radial Velocity,0.898,8.478,0.1,,,0.58,,,5.75624
GJ 229 b,2,Radial Velocity,0.97,32,0.1,3564,,0.58,-1.553,,5.75624
GJ 229 b,2,Radial Velocity,1.086,14.93794,0.404,,,0.51,,,5.75624
GJ 251 b,1,Radial Velocity,0.0818,4,0.1,3451,0.36,0.36,-1.772,4.96,5.58057
GJ 27.1 b,1,Radial Velocity,0.101,13,0.08,3542,,0.53,-1.585,,23.6062
